pop,x_coord,y_coord
AFR,1.04178013709,-25.5777136094
EAS,2.14793616499,-19.6398742104
AMR,-14.7276769562,-24.7551298079
AFR,0.575714013351,-17.7669603802
AFR,-3.28474389699,-23.9225594041
AMR,4.3707067552,-20.5877932939
AFR,-7.37386694522,-19.0158820792
AMR,-0.53432226537,-13.9837459324
AFR,-13.1089533685,-26.4700838459
EUR,-4.84170233875,-27.6886668731
EUR,-8.64395094983,-19.0284944475
AMR,-2.56678123252,-8.35793121395
AFR,7.12802964924,-20.9561603569
AMR,0.965415385303,-15.1983799554
EAS,2.86425042398,-24.8551807688
AMR,-0.0981045908045,-19.0895768285
AMR,-13.9203970778,-13.3784227233
EAS,7.89257716022,-20.1656128527
EUR,4.35787344835,-27.9981158713
EAS,2.9183233876,-24.5681194359
SAS,-4.48230974861,-15.5059201722
EUR,0.796473370373,-19.308947068
AFR,-8.4897416275,-24.1929103348
AMR,-3.86070809224,-9.04842735309
AFR,-6.90412339012,-18.9515496387
EUR,7.64710411915,-22.1955678934
EAS,-18.1598767898,-23.8245447916
AFR,-11.7869075329,-23.2283081067
SAS,-10.2446514897,-16.3231564973
EUR,-0.268183478518,-23.7747851257
AFR,-1.05660727316,-4.84688999401
AFR,3.82829102551,-22.0726816565
SAS,-2.62611466197,-23.2881277332
EUR,8.31899743296,-21.1317387003
AFR,1.74468062784,-11.6092494445
AMR,-15.1398188304,-21.6627470236
AMR,1.97955936436,-24.6291566218
EAS,-8.94265128282,-22.3492340127
AMR,1.39032038828,-7.63893705551
AFR,5.53102024468,-25.6305586513
SAS,3.39944368144,-22.3642708435
AMR,-10.1628548769,-17.9225027954
AFR,4.36806584624,-25.5249540407
EUR,4.82014184634,-20.8058221856
SAS,-3.3826057965,-20.8997325607
EUR,-0.42329491133,-9.28983488837
EUR,2.13257178232,-22.0340445958
AMR,-18.7333285094,-26.1063556975
EUR,3.41985466658,-23.5646625506
AFR,-4.30240013593,-0.739106211759
AFR,-1.50854389597,-18.9538620951
SAS,-11.2058988874,-21.3617993402
EAS,-0.586124161692,-7.62482015779
SAS,2.81188348026,-12.6258309
EAS,6.47245894439,-25.7838840756
SAS,-13.9187551878,-31.903734663
EAS,-6.59308695679,-11.6110367
EAS,-4.47833638726,-17.0669248995
EAS,-7.03351784896,-17.052157505
EAS,-0.0247062794326,-15.4593029001
SAS,0.492122755501,-6.61908218648
AFR,7.60358816811,-20.1997008264
SAS,-4.48233818307,-21.3148676414
AFR,-3.60284603588,-11.4554842705
EUR,0.605833537829,-23.3931704955
AFR,-19.3415840679,-18.6682587638
AFR,-0.999901987912,-26.1629418709
EUR,-8.87587704993,-9.36707637881
EUR,-3.02287429472,-16.7271544184
AFR,1.74109332829,-29.1503787027
SAS,-20.1721092134,-21.6770131154
EAS,-4.39486904768,-11.7968954789
AMR,-14.2946288386,-14.4625537434
EAS,-0.687809359651,-13.7155904243
SAS,6.8798983709,-24.8759819245
EUR,-3.19944061553,-12.9836486517
AMR,-5.01314901151,-13.1457807089
AMR,-8.59328509446,-29.3874786274
EAS,-8.24339186229,-14.9628917413
EUR,-0.0801473367286,-20.8231244443
EUR,-2.90668865911,-21.063952272
EAS,2.45646635154,-26.2544165927
EAS,-3.77774360276,-12.4642747129
SAS,1.30536468892,-12.0849771334
AMR,0.116244759763,-24.5367452435
EUR,-3.88896509114,-0.655113235852
AMR,6.52750959655,-20.226247366
EAS,-3.71990427546,-12.4942728113
SAS,5.46005338148,-24.3830410415
EUR,4.43790471895,-21.0209056797
SAS,3.85402067394,-20.8102015264
EUR,-15.0338757759,-20.1273276547
AFR,3.19969311884,-14.8734330166
AMR,0.391968080463,-21.3963369462
EAS,-0.701324121939,-10.5156406154
AFR,6.52097768813,-26.3203908284
SAS,-3.45905367859,-3.19352831259
EAS,-13.7470275722,-28.8001466959
AFR,-16.1441650799,-18.8480868647
AFR,-14.9944684672,-23.078795579
AFR,4.88513022326,-31.2102738949
EUR,-7.05410788225,-17.2265088379
EUR,-22.0750181848,-17.5527313044
AMR,2.45287790964,-15.0277362572
EUR,1.94315391494,-12.8591047251
AMR,3.27182228982,-24.4975340854
AFR,3.64256821304,-23.0113522801
AFR,-1.18320522858,-18.427863337
SAS,8.80539656302,-22.5330128524
EUR,-3.70199780188,-26.1018879017
AMR,2.12919518704,-20.6295976024
AFR,-11.4406310571,-17.5798018142
EUR,-11.5802540741,-29.9871110826
SAS,-3.7411883077,-15.1885434037
EAS,6.52191718694,-16.5188041417
EUR,-17.4474651111,-12.4337663883
EUR,-1.47360030421,-24.5220477272
EAS,1.00527046217,-30.9312804496
EUR,-14.3113062805,-20.7111584392
AMR,5.4387520072,-21.127673088
EUR,-1.25697994842,-27.9986779316
EAS,-4.09564332928,-4.124692422
EUR,-12.0853179213,-10.2005839715
AMR,2.32744901236,-21.6689183948
EUR,4.57442657023,-20.70795621
EUR,-2.0245949914,-14.2857762562
EUR,2.01724074742,-13.6262195479
EAS,-1.49835087449,-12.0205027064
EUR,7.77482424207,-18.9464022428
EAS,-7.2792073819,-15.7141166796
AMR,-16.8004056483,-26.1558856531
AMR,4.61938202835,-14.3128602717
EUR,-11.32308368,-16.9890662729
EAS,9.14579016409,-26.371808912
AMR,2.90939755346,-18.2281867639
EUR,-13.6839562218,-19.1867747089
EUR,1.92070200121,-11.810142195
SAS,-3.08495527068,-20.8900893393
EUR,-1.77357029267,-17.0916627246
EAS,-14.9291362862,-16.3789529406
AFR,0.151088327852,-25.8496601948
EUR,1.40103936561,-22.3346122686
SAS,-13.7810746254,-21.6612145183
SAS,5.64030593976,-22.7570013768
EUR,5.79364755004,-20.7583164706
AMR,4.19838807239,-21.5649594587
EAS,-15.3204006902,-26.7259768331
EUR,-1.69375390525,-15.6745782736
EAS,-14.1426951308,-24.853225197
AMR,1.54578274499,-9.83617996854
EUR,1.96537567501,-29.3756860744
AMR,0.491226106093,-8.64259441453
EUR,-8.26978086595,-18.3213779472
EUR,6.70835360275,-28.5551110817
EUR,-9.02231639938,-23.7470849138
EUR,4.90659831625,-31.6002114282
EAS,1.6761423231,-13.5952454844
EUR,9.05716932036,-26.9188419647
EUR,2.89426193484,-24.8268408462
AMR,2.47903425086,-20.7149653289
AMR,-3.12103549697,-14.0466433781
SAS,-15.4334918,-14.2680396753
SAS,-9.28140633181,-19.859543592
AFR,1.12527921768,-22.2468274644
SAS,8.35746285661,-26.2337522996
AMR,-14.4464280011,-17.9624675858
SAS,-17.1435925946,-26.3211592611
EUR,-2.61222024504,-22.3513814425
AFR,-0.557092307927,-7.96413096826
SAS,0.489027948352,-8.44883827345
EUR,3.51828308197,-8.0815642055
EAS,-20.5921756723,-18.077406514
AFR,3.30465169701,-25.8321366916
EUR,-3.12164713905,-15.9013772323
EAS,6.00699549326,-27.5063376346
AMR,-15.6977039167,-18.7060903266
AMR,-4.22507070888,-0.456405499334
EUR,-4.83765060873,-20.0092552004
AFR,4.40885393634,-16.2599386486
EAS,2.13333921309,-15.6393088647
AFR,-10.5567418152,-15.3683768499
EAS,0.378755325281,-10.7389202444
EAS,7.84130933876,-20.0876402169
SAS,2.38947186191,-17.6874174031
AFR,-7.11922530881,-24.7988725331
AFR,-10.9439837743,-24.3701118881
SAS,3.92983678214,-18.4211597818
EAS,-15.125770332,-16.6322458837
SAS,3.83751098595,-20.9915495466
AMR,1.66502459143,-24.0796932053
EAS,1.71711265348,-9.68063086368
AMR,0.51737704508,-20.7500389706
AFR,-10.9662003367,-21.7142229784
AFR,-11.3957502024,-18.6914421791
AMR,-22.8789658882,-20.6427283968
SAS,-1.20588954766,-36.5216280207
EAS,-4.79477639016,-13.1602341217
AFR,3.51500668471,-10.3134751688
AFR,2.13281932194,-20.1091731458
AFR,4.73935995067,-14.0122682987
AMR,-14.1406629725,-21.9505748992
EUR,7.74784407699,-27.2914659986
EAS,-19.7920390837,-20.5331091278
AFR,-5.63907992181,-15.0286404619
SAS,-3.93009277119,-8.82533738873
EAS,-4.6323281526,-20.5933496705
EAS,4.96901162783,-19.4577439518
SAS,2.14167319844,-19.0707231368
AFR,5.06973777436,-21.4339353976
EUR,2.22831316656,-16.0287313107
AFR,2.69883899918,-21.500113858
EUR,-0.752553471481,-13.0403978941
SAS,-5.88681038104,-26.1227449269
EAS,-1.83052981248,-14.1508183087
SAS,-7.40186935083,-15.0854870807
EUR,3.94528536913,-23.6185331493
AMR,-0.351348969666,-23.4870649339
AFR,4.10444376645,-22.5330852384
AFR,2.50625202289,-29.8408950878
EAS,4.82036305968,-12.0275376853
EUR,4.15934461053,-21.645837714
SAS,4.24060192161,-13.9817444322
SAS,1.57833698683,-27.3561570838
EAS,-5.31857371718,-18.1473934836
EUR,9.08195823564,-26.9502058506
EAS,0.769864889104,-14.8299690426
SAS,-7.80372501841,-24.3233250621
EAS,3.73153996475,-23.097814775
EAS,-18.237807168,-22.2236975271
AMR,-16.9399627821,-28.0513060443
SAS,5.51926933841,-14.1323402085
SAS,-0.550135225651,-21.6034144088
AFR,-9.61582580801,-16.7513484698
SAS,-8.33975368329,-26.6341518283
EAS,1.85558214491,-23.5949952337
EUR,-5.00728935838,-8.90106687084
AFR,0.458396641425,-16.0389563824
EUR,-4.04739810117,-14.4912726957
SAS,-0.7770413676,-19.0075283773
EUR,-16.4490893721,-26.4737223316
EAS,0.191834565047,-22.9110016283
EAS,-1.80767430318,-11.2873989148
EUR,-5.42159166212,-12.5910018867
AMR,-12.7492488286,-17.4914383422
AFR,-2.55013741788,-18.6034861343
AFR,-14.5956419914,-18.1770144567
EUR,-0.0830008516693,-19.2952171644
AMR,-2.52154648994,-18.4127898589
EAS,0.927020471591,-24.1178788361
EAS,-0.797778768028,-11.1510648666
AFR,8.79960593785,-27.6362092951
EUR,0.139838233566,-19.6483183399
EUR,1.63819634465,-31.6293594334
SAS,-1.76696709331,-13.7040289181
EUR,-7.02933318406,-22.6636066931
EAS,-0.282033470832,-19.1192681565
EAS,2.95640295482,-9.89860529475
SAS,3.52431562208,-14.2053757169
AMR,-17.5952757885,-19.5033940273
AFR,5.43249769576,-22.2398678277
EAS,-4.78758471387,-15.7701015654
EAS,-5.67410123013,-13.4084580075
SAS,-1.38535694809,-10.3331210946
EUR,-2.27276758316,-7.17894843431
EUR,-0.198545379561,-21.9317657183
AFR,-3.20503091308,-11.8799698733
EAS,2.78506589954,-14.9930633587
AFR,-0.3944075083,-10.6284987714
EAS,-3.58114456772,-13.2309423651
EAS,2.49115538294,-16.1539786186
AMR,-13.1340100268,-23.1051267022
AFR,-4.534227729,-12.744993241
AFR,0.719880355163,-17.0070889986
AFR,-0.512608391732,-14.0230921224
EUR,-16.2422242029,-22.4576007303
AMR,6.24186479805,-25.7607648229
SAS,-2.42735184547,-12.2322710345
EAS,4.5454518983,-20.4911873009
EUR,3.32510198952,-13.359884766
SAS,2.82603675825,-21.0578288945
EAS,4.75973152112,-21.7846248072
AFR,-12.8312441673,-23.232038014
AFR,-18.7026776837,-20.8194095211
AFR,3.73289264161,-19.7379920079
EUR,1.0392937809,-18.6500406505
AFR,1.90880471661,-29.8980385809
AMR,0.0603230323113,-27.4267928661
EUR,0.674010001225,-5.73630207063
EUR,5.08488858347,-22.2710174004
EAS,6.44035446091,-22.0738796948
AFR,-9.96336149537,-19.9196180233
AMR,3.15892898037,-20.7398750472
SAS,-1.07491225011,-27.9500761589
EUR,4.01315689761,-28.5546108867
EAS,6.93490754568,-28.2691633269
EAS,1.40375542031,-17.6181335721
SAS,2.31863388892,-14.4480780971
EUR,-1.68432154945,-6.69954700915
AMR,-1.63959713135,-23.0242360295
AFR,1.96282597899,-9.3796414724
AFR,3.52051989335,-17.2922914599
AFR,2.301290335,-21.5872629613
AMR,-3.29389214534,-20.1141523547
AFR,-11.2828800811,-16.3470979469
AFR,-8.43397837166,-19.1227893718
EUR,3.85730647206,-9.42821411739
AMR,1.4941498839,-12.9333646549
AFR,3.48069217523,-12.162409313
EAS,3.92061796557,-23.4001682576
SAS,5.57245722909,-28.7341304489
SAS,-19.8148365184,-16.9371126756
AFR,6.34194261378,-18.2249593827
AFR,7.44852348886,-19.8490626629
SAS,-10.6047104295,-18.3915759187
EUR,-12.0946375952,-17.5202113611
AMR,9.15530869832,-27.5923233928
AMR,0.782923393306,-3.40496461015
EUR,-7.25879237871,-21.6669874236
AMR,-19.9410286748,-24.91984477
EAS,1.39815687138,-16.4365528467
AMR,-2.42709493915,-26.6755699379
EUR,-4.86720817575,-9.18069617324
SAS,0.574030261747,-17.6964721976
AMR,1.73225293723,-22.1779841219
AFR,4.05960739611,-25.5353350918
SAS,-4.89620083926,-14.3616025273
EAS,4.41467719049,-15.5300157287
EUR,5.5523984452,-21.776952325
EUR,-8.97463759299,-19.58329793
SAS,4.76731950993,-21.7468134913
SAS,-3.11238494326,-16.2252136048
EAS,5.28085044583,-14.1745832915
AFR,-0.206663209781,-22.6318455195
AFR,1.77122919683,-23.9718868476
SAS,-18.4302381774,-21.5751892026
AFR,-16.6990529355,-21.1356735463
EUR,3.80371200779,-21.429216311
SAS,-1.0210966023,-16.4847784801
AFR,-0.78399024238,-12.9462038103
AFR,8.79595761737,-28.8485216973
EUR,-5.0347226693,-5.97949380074
EAS,-0.712125075971,-14.2444268457
AFR,-23.1640952652,-20.3319281203
EAS,-0.292204218297,-2.47408672609
AFR,2.24352747163,-14.579938686
SAS,-5.40294649602,-6.10072900302
AFR,-7.53161689771,-16.932569444
AFR,1.4144446671,-15.4901399243
EAS,-0.102578801818,-10.0239599429
SAS,-9.74157942163,-21.5415850739
AFR,-4.62118238228,-18.0585461256
AMR,0.95218877913,-8.68692260056
SAS,1.66916005696,-16.1575333834
EUR,3.50328223663,-22.4456485047
EUR,-5.1440552425,-19.7785183276
SAS,-2.69828393324,-26.3509680126
EUR,1.24460111435,-17.9058586176
SAS,-2.37944689008,-26.3133227582
EUR,-10.855558496,-22.5565715393
EAS,8.65315262787,-26.316122291
SAS,-3.29927226188,-26.0326284931
AFR,1.24509883592,-16.849544954
SAS,-0.250486343799,-23.6765897695
AMR,0.0482258609842,-11.5828554833
EAS,-3.68162807114,-30.8094772794
AMR,8.60610457662,-20.8270714907
EAS,2.94409403504,-15.637766207
EAS,1.01217460841,-22.3365696301
SAS,-8.98294314824,-24.0547251977
SAS,2.51565956391,-20.8080775832
EAS,-5.34746646755,-8.01049657632
EAS,-2.72012389383,-20.2184746581
AMR,3.59031605243,-21.4591061793
SAS,2.19910964216,-24.2393577191
AFR,1.73392339106,-17.9698032534
AMR,-10.0714684735,-10.126528431
AMR,2.02241565438,-22.6638863213
EAS,-3.14686344019,-23.4884641713
EUR,3.24871281297,-28.4632724355
AMR,1.37775933855,-23.2973554799
AFR,3.09126744871,-10.6329535981
EAS,3.42464101598,-13.3977769557
AFR,-1.78938455789,-17.2425888571
AMR,0.993586176277,-17.0321934844
SAS,-1.98112285585,-18.4112035594
EUR,4.67063948554,-18.0614018476
SAS,-0.31837107137,-19.592193456
EAS,-17.087051901,-24.2268261873
SAS,-14.7283365057,-21.285432682
AMR,-5.78308102578,-25.9628795201
AFR,-9.09881313169,-11.580629837
AMR,7.80761886828,-19.6715728082
EUR,-16.4870747615,-20.3628265242
SAS,0.819985129232,-17.9032590364
EUR,1.89351055554,-23.7722372369
SAS,8.74291678389,-27.0761042883
SAS,-12.1278618323,-28.6200294729
SAS,2.64128002509,-29.1742252282
SAS,8.18626711675,-23.4951689879
AMR,-2.46251593689,-31.2650533067
AMR,7.03308922861,-24.6646410166
AFR,-12.5419454844,-24.0228340716
EAS,-15.9579642389,-23.6325107231
EUR,-2.3612967409,-22.093399145
EAS,-16.0561911953,-18.0566628508
EUR,-3.81835860109,-24.0396187914
SAS,3.37551500164,-27.7840612758
EUR,1.1312869266,-14.4326130423
AMR,-3.03356697362,-19.997450651
AMR,-13.5585065097,-19.0855103686
AMR,5.09710837253,-13.4827476983
SAS,2.14789306431,-29.4486440344
AMR,-11.5808516413,-16.5796577644
EAS,-7.92278088218,-21.3028775606
EAS,7.73793484558,-26.2981102659
AFR,1.10164605613,-17.344744216
SAS,2.55267688738,-13.2139227951
EUR,-19.1240804867,-22.5994200669
AFR,8.09422448682,-27.5427428952
AFR,-4.88924549112,-17.776955474
SAS,-6.53635725444,-13.048350523
AFR,2.29770741816,-10.0816233204
EUR,-7.09418966288,-10.1072224134
AFR,7.67970701557,-20.5070917571
AFR,3.83373706764,-10.1145405215
EUR,-12.6447435877,-27.5066563334
SAS,-10.8032845819,-17.2636737172
AMR,-12.4653344601,-16.8675818515
AFR,5.70314666643,-21.0639369379
EAS,-0.661435807818,-17.328751783
AFR,1.29881524672,-17.166274637
EAS,-13.6274100724,-21.7658191941
EAS,-3.38502349058,-18.6344035484
SAS,-2.42374842795,-18.4971184607
EAS,-19.1086855736,-18.4666805507
EAS,-5.84148919866,-19.6440750428
SAS,5.36803813265,-19.1658855193
EUR,3.25449925754,-21.7685532791
AMR,-7.33809900052,-19.8474056297
EUR,3.63642327152,-20.7557165992
EUR,3.61034700048,-16.9135886899
SAS,-3.61878397381,-11.2258522145
EUR,7.2760791416,-19.2867491703
EAS,-8.70912811172,-18.8468458694
AMR,-1.41505731517,-15.9759708109
AMR,-1.9534345907,-17.9235554157
EUR,9.1837604241,-26.9562990953
AFR,-2.96555120628,-7.60052651785
AMR,4.04841396736,-23.5732438477
AFR,-7.14694976955,-6.21199163932
AMR,-10.8820810065,-15.9556450823
EAS,-1.84369739546,-24.3872076775
AFR,-4.6354788311,-21.8940171129
AFR,-13.3691614716,-14.164145173
EUR,3.74822958369,-23.913533106
SAS,-19.5290088254,-16.5597243104
EAS,-20.3590130121,-22.7719025542
SAS,-13.6877687928,-25.5015534934
AFR,-1.39746178769,-12.39891815
AFR,-4.46697656362,-21.6805053756
AFR,-14.7479243096,-17.5704393019
EUR,2.71474876426,-14.6124756787
SAS,-9.33074810895,-18.75297085
EAS,3.53415274564,-22.760183278
EAS,-5.33441746495,-19.1730674726
EUR,1.43365478255,-19.3568581457
SAS,-0.828407914722,-22.9910746551
EUR,1.94808961904,-16.688648692
EUR,3.78783888749,-18.1114705772
AFR,3.12681904913,-18.015259717
EAS,-2.4805959052,-25.6103680226
AFR,-2.12210144697,-19.7830694136
AMR,-13.4579798755,-20.2410110026
SAS,-10.4858477318,-26.8834191384
EUR,5.18715084325,-16.8589936946
SAS,-5.79624522366,-15.4773416874
EUR,-13.6116400578,-23.1790817531
EAS,-3.12464725597,-37.1886520926
SAS,0.554004598212,-1.9167993769
AFR,-4.49905312836,-21.6692463558
EAS,2.81618999283,-28.7755184268
EUR,-4.467573101,-14.2853142268
AFR,3.46944056095,-14.8912494382
SAS,7.95049392999,-27.4380808586
EUR,2.92728415672,-22.8757178335
SAS,1.7940338537,-17.1088561409
EUR,-6.51657187934,-2.66130206923
SAS,-0.441098767057,-24.9477126139
SAS,0.904621090933,-14.5784511506
AFR,1.47336635558,-17.0487229275
AMR,-20.4596464671,-20.5315940093
SAS,-8.0787395059,-30.3513576589
AFR,-0.162293358195,-20.4275286183
SAS,6.20076775797,-19.8083491891
AFR,0.2886217424,-30.0619261245
EAS,3.09139453864,-9.39505843794
AMR,3.7314851672,-31.7772956196
AFR,6.2958686914,-13.8680242301
EUR,-5.50783703881,-21.2006811353
SAS,-0.140463403818,-13.865953442
AMR,-18.3614384819,-19.3104380441
SAS,1.17828961155,-25.7919510724
EAS,-3.87994595717,-7.31677339514
AFR,0.27214227102,-14.8249858269
SAS,-7.65957287579,-7.75164271635
EUR,-20.7376393222,-18.2659701723
EUR,-0.519729855014,-32.4815170799
AFR,3.28493212903,-19.4458788513
EAS,-11.957166604,-21.8632844406
AMR,-2.18940700343,-17.1004370009
EAS,7.39070632247,-20.8909986947
SAS,-0.477329096259,-17.386162313
EAS,-11.3939645161,-15.7652333616
EAS,-17.7840646228,-24.8737965877
EUR,0.743931079516,-18.496135363
AMR,-13.0112444259,-22.9358304688
AFR,-17.9102566077,-18.1285077516
SAS,-9.23337442669,-18.8598003111
EAS,0.564738966367,-16.8804684896
EUR,-3.01905431719,-19.2354335118
SAS,1.44107517143,-20.221590457
AMR,-8.18849718497,-17.5751119385
AFR,-2.67609956972,-14.2154004793
EAS,3.53703930052,-22.7353390289
AMR,-18.7671494092,-24.8230675511
EAS,-1.73006907199,-19.7491948029
SAS,4.7164824471,-17.5065472007
SAS,-5.46788860503,-9.95584153947
AMR,-0.976352914761,-15.7993588277
SAS,1.91780097363,-16.3962232176
EUR,-10.4687425396,-25.8102309265
SAS,-0.0720960472602,-8.46407731302
EUR,-13.339441955,-20.1760985468
AMR,5.26848913201,-31.1748428146
EAS,-3.24884876185,-17.4309216711
SAS,-18.5616125281,-16.5293122205
