pop,x_coord,y_coord
FIN,-9.5605732102,-19.8741417232
STU,1.13350283635,-23.7314816381
FIN,7.01865058167,-19.2522749615
ITU,-14.0691568046,-24.311705814
KHV,-21.7752686801,-25.1122048168
JPT,-18.9868627573,-24.0978544342
FIN,-4.04159451696,-17.8072708239
LWK,-2.69779598657,-7.9647062037
ASW,3.48523941046,-17.3762336656
BEB,1.81212414191,-1.78922949517
CHB,-3.64216352629,-16.7296303905
JPT,-3.34484369331,-21.0605475553
KHV,-15.1118236299,-29.4111629782
LWK,-2.81147315988,-14.2544379114
ACB,-3.52068268669,-12.5301290262
ESN,1.04178013709,-25.5777136094
CDX,2.14793616499,-19.6398742104
CLM,-14.7276769562,-24.7551298079
GWD,0.575714013351,-17.7669603802
ESN,-3.28474389699,-23.9225594041
CLM,4.3707067552,-20.5877932939
LWK,-7.37386694522,-19.0158820792
CLM,-0.53432226537,-13.9837459324
LWK,-13.1089533685,-26.4700838459
IBS,-4.84170233875,-27.6886668731
GBR,-8.64395094983,-19.0284944475
PUR,-2.56678123252,-8.35793121395
MSL,7.12802964924,-20.9561603569
MXL,0.965415385303,-15.1983799554
CHB,2.86425042398,-24.8551807688
CLM,-0.0981045908045,-19.0895768285
PUR,-13.9203970778,-13.3784227233
CHB,7.89257716022,-20.1656128527
GBR,4.35787344835,-27.9981158713
CHB,2.9183233876,-24.5681194359
GIH,-4.48230974861,-15.5059201722
FIN,0.796473370373,-19.308947068
YRI,-8.4897416275,-24.1929103348
PEL,-3.86070809224,-9.04842735309
MSL,-6.90412339012,-18.9515496387
CEU,7.64710411915,-22.1955678934
KHV,-18.1598767898,-23.8245447916
ESN,-11.7869075329,-23.2283081067
BEB,-10.2446514897,-16.3231564973
FIN,-0.268183478518,-23.7747851257
ESN,-1.05660727316,-4.84688999401
ACB,3.82829102551,-22.0726816565
PJL,-2.62611466197,-23.2881277332
GBR,8.31899743296,-21.1317387003
ASW,1.74468062784,-11.6092494445
MXL,-15.1398188304,-21.6627470236
PUR,1.97955936436,-24.6291566218
CHB,-8.94265128282,-22.3492340127
CLM,1.39032038828,-7.63893705551
GWD,5.53102024468,-25.6305586513
PJL,3.39944368144,-22.3642708435
PEL,-10.1628548769,-17.9225027954
ASW,4.36806584624,-25.5249540407
TSI,4.82014184634,-20.8058221856
STU,-3.3826057965,-20.8997325607
IBS,-0.42329491133,-9.28983488837
FIN,2.13257178232,-22.0340445958
PUR,-18.7333285094,-26.1063556975
CEU,3.41985466658,-23.5646625506
GWD,-4.30240013593,-0.739106211759
YRI,-1.50854389597,-18.9538620951
PJL,-11.2058988874,-21.3617993402
CHS,-0.586124161692,-7.62482015779
PJL,2.81188348026,-12.6258309
CHS,6.47245894439,-25.7838840756
ITU,-13.9187551878,-31.903734663
CDX,-6.59308695679,-11.6110367
CHB,-4.47833638726,-17.0669248995
KHV,-7.03351784896,-17.052157505
CDX,-0.0247062794326,-15.4593029001
PJL,0.492122755501,-6.61908218648
GWD,7.60358816811,-20.1997008264
ITU,-4.48233818307,-21.3148676414
GWD,-3.60284603588,-11.4554842705
TSI,0.605833537829,-23.3931704955
LWK,-19.3415840679,-18.6682587638
LWK,-0.999901987912,-26.1629418709
IBS,-8.87587704993,-9.36707637881
GBR,-3.02287429472,-16.7271544184
ACB,1.74109332829,-29.1503787027
PJL,-20.1721092134,-21.6770131154
CHB,-4.39486904768,-11.7968954789
PEL,-14.2946288386,-14.4625537434
JPT,-0.687809359651,-13.7155904243
PJL,6.8798983709,-24.8759819245
FIN,-3.19944061553,-12.9836486517
PUR,-5.01314901151,-13.1457807089
PEL,-8.59328509446,-29.3874786274
JPT,-8.24339186229,-14.9628917413
TSI,-0.0801473367286,-20.8231244443
IBS,-2.90668865911,-21.063952272
JPT,2.45646635154,-26.2544165927
CHS,-3.77774360276,-12.4642747129
PJL,1.30536468892,-12.0849771334
CLM,0.116244759763,-24.5367452435
TSI,-3.88896509114,-0.655113235852
MXL,6.52750959655,-20.226247366
KHV,-3.71990427546,-12.4942728113
PJL,5.46005338148,-24.3830410415
TSI,4.43790471895,-21.0209056797
BEB,3.85402067394,-20.8102015264
TSI,-15.0338757759,-20.1273276547
YRI,3.19969311884,-14.8734330166
CLM,0.391968080463,-21.3963369462
JPT,-0.701324121939,-10.5156406154
GWD,6.52097768813,-26.3203908284
BEB,-3.45905367859,-3.19352831259
CHS,-13.7470275722,-28.8001466959
ASW,-16.1441650799,-18.8480868647
LWK,-14.9944684672,-23.078795579
ASW,4.88513022326,-31.2102738949
IBS,-7.05410788225,-17.2265088379
GBR,-22.0750181848,-17.5527313044
PEL,2.45287790964,-15.0277362572
FIN,1.94315391494,-12.8591047251
CLM,3.27182228982,-24.4975340854
ACB,3.64256821304,-23.0113522801
GWD,-1.18320522858,-18.427863337
BEB,8.80539656302,-22.5330128524
FIN,-3.70199780188,-26.1018879017
PUR,2.12919518704,-20.6295976024
YRI,-11.4406310571,-17.5798018142
TSI,-11.5802540741,-29.9871110826
PJL,-3.7411883077,-15.1885434037
CHB,6.52191718694,-16.5188041417
CEU,-17.4474651111,-12.4337663883
FIN,-1.47360030421,-24.5220477272
KHV,1.00527046217,-30.9312804496
CEU,-14.3113062805,-20.7111584392
MXL,5.4387520072,-21.127673088
FIN,-1.25697994842,-27.9986779316
KHV,-4.09564332928,-4.124692422
CEU,-12.0853179213,-10.2005839715
PEL,2.32744901236,-21.6689183948
TSI,4.57442657023,-20.70795621
GBR,-2.0245949914,-14.2857762562
GBR,2.01724074742,-13.6262195479
CHB,-1.49835087449,-12.0205027064
CEU,7.77482424207,-18.9464022428
JPT,-7.2792073819,-15.7141166796
PEL,-16.8004056483,-26.1558856531
CLM,4.61938202835,-14.3128602717
TSI,-11.32308368,-16.9890662729
CHB,9.14579016409,-26.371808912
PUR,2.90939755346,-18.2281867639
TSI,-13.6839562218,-19.1867747089
IBS,1.92070200121,-11.810142195
STU,-3.08495527068,-20.8900893393
CEU,-1.77357029267,-17.0916627246
CHB,-14.9291362862,-16.3789529406
YRI,0.151088327852,-25.8496601948
GBR,1.40103936561,-22.3346122686
GIH,-13.7810746254,-21.6612145183
PJL,5.64030593976,-22.7570013768
GBR,5.79364755004,-20.7583164706
PEL,4.19838807239,-21.5649594587
CHS,-15.3204006902,-26.7259768331
FIN,-1.69375390525,-15.6745782736
CDX,-14.1426951308,-24.853225197
CLM,1.54578274499,-9.83617996854
IBS,1.96537567501,-29.3756860744
PEL,0.491226106093,-8.64259441453
FIN,-8.26978086595,-18.3213779472
IBS,6.70835360275,-28.5551110817
TSI,-9.02231639938,-23.7470849138
IBS,4.90659831625,-31.6002114282
KHV,1.6761423231,-13.5952454844
CEU,9.05716932036,-26.9188419647
GBR,2.89426193484,-24.8268408462
CLM,2.47903425086,-20.7149653289
PEL,-3.12103549697,-14.0466433781
GIH,-15.4334918,-14.2680396753
GIH,-9.28140633181,-19.859543592
ESN,1.12527921768,-22.2468274644
STU,8.35746285661,-26.2337522996
PEL,-14.4464280011,-17.9624675858
BEB,-17.1435925946,-26.3211592611
TSI,-2.61222024504,-22.3513814425
ACB,-0.557092307927,-7.96413096826
STU,0.489027948352,-8.44883827345
FIN,3.51828308197,-8.0815642055
CHB,-20.5921756723,-18.077406514
GWD,3.30465169701,-25.8321366916
FIN,-3.12164713905,-15.9013772323
CHS,6.00699549326,-27.5063376346
CLM,-15.6977039167,-18.7060903266
PUR,-4.22507070888,-0.456405499334
CEU,-4.83765060873,-20.0092552004
ESN,4.40885393634,-16.2599386486
JPT,2.13333921309,-15.6393088647
ASW,-10.5567418152,-15.3683768499
KHV,0.378755325281,-10.7389202444
CHB,7.84130933876,-20.0876402169
STU,2.38947186191,-17.6874174031
LWK,-7.11922530881,-24.7988725331
ESN,-10.9439837743,-24.3701118881
GIH,3.92983678214,-18.4211597818
CDX,-15.125770332,-16.6322458837
PJL,3.83751098595,-20.9915495466
PEL,1.66502459143,-24.0796932053
KHV,1.71711265348,-9.68063086368
CLM,0.51737704508,-20.7500389706
GWD,-10.9662003367,-21.7142229784
ACB,-11.3957502024,-18.6914421791
PEL,-22.8789658882,-20.6427283968
STU,-1.20588954766,-36.5216280207
CHB,-4.79477639016,-13.1602341217
GWD,3.51500668471,-10.3134751688
ESN,2.13281932194,-20.1091731458
LWK,4.73935995067,-14.0122682987
PEL,-14.1406629725,-21.9505748992
IBS,7.74784407699,-27.2914659986
CHS,-19.7920390837,-20.5331091278
ESN,-5.63907992181,-15.0286404619
PJL,-3.93009277119,-8.82533738873
JPT,-4.6323281526,-20.5933496705
CDX,4.96901162783,-19.4577439518
PJL,2.14167319844,-19.0707231368
ESN,5.06973777436,-21.4339353976
FIN,2.22831316656,-16.0287313107
MSL,2.69883899918,-21.500113858
IBS,-0.752553471481,-13.0403978941
PJL,-5.88681038104,-26.1227449269
JPT,-1.83052981248,-14.1508183087
BEB,-7.40186935083,-15.0854870807
IBS,3.94528536913,-23.6185331493
PEL,-0.351348969666,-23.4870649339
ESN,4.10444376645,-22.5330852384
GWD,2.50625202289,-29.8408950878
JPT,4.82036305968,-12.0275376853
IBS,4.15934461053,-21.645837714
BEB,4.24060192161,-13.9817444322
BEB,1.57833698683,-27.3561570838
CDX,-5.31857371718,-18.1473934836
FIN,9.08195823564,-26.9502058506
CDX,0.769864889104,-14.8299690426
STU,-7.80372501841,-24.3233250621
CHB,3.73153996475,-23.097814775
JPT,-18.237807168,-22.2236975271
PUR,-16.9399627821,-28.0513060443
GIH,5.51926933841,-14.1323402085
GIH,-0.550135225651,-21.6034144088
ASW,-9.61582580801,-16.7513484698
STU,-8.33975368329,-26.6341518283
KHV,1.85558214491,-23.5949952337
FIN,-5.00728935838,-8.90106687084
ASW,0.458396641425,-16.0389563824
FIN,-4.04739810117,-14.4912726957
ITU,-0.7770413676,-19.0075283773
CEU,-16.4490893721,-26.4737223316
JPT,0.191834565047,-22.9110016283
JPT,-1.80767430318,-11.2873989148
CEU,-5.42159166212,-12.5910018867
PUR,-12.7492488286,-17.4914383422
GWD,-2.55013741788,-18.6034861343
LWK,-14.5956419914,-18.1770144567
CEU,-0.0830008516693,-19.2952171644
CLM,-2.52154648994,-18.4127898589
CDX,0.927020471591,-24.1178788361
KHV,-0.797778768028,-11.1510648666
ACB,8.79960593785,-27.6362092951
IBS,0.139838233566,-19.6483183399
IBS,1.63819634465,-31.6293594334
PJL,-1.76696709331,-13.7040289181
IBS,-7.02933318406,-22.6636066931
CDX,-0.282033470832,-19.1192681565
CHB,2.95640295482,-9.89860529475
GIH,3.52431562208,-14.2053757169
CLM,-17.5952757885,-19.5033940273
ESN,5.43249769576,-22.2398678277
KHV,-4.78758471387,-15.7701015654
JPT,-5.67410123013,-13.4084580075
BEB,-1.38535694809,-10.3331210946
TSI,-2.27276758316,-7.17894843431
TSI,-0.198545379561,-21.9317657183
ACB,-3.20503091308,-11.8799698733
KHV,2.78506589954,-14.9930633587
ASW,-0.3944075083,-10.6284987714
CHS,-3.58114456772,-13.2309423651
CDX,2.49115538294,-16.1539786186
PEL,-13.1340100268,-23.1051267022
ESN,-4.534227729,-12.744993241
YRI,0.719880355163,-17.0070889986
ESN,-0.512608391732,-14.0230921224
CEU,-16.2422242029,-22.4576007303
CLM,6.24186479805,-25.7607648229
GIH,-2.42735184547,-12.2322710345
CDX,4.5454518983,-20.4911873009
CEU,3.32510198952,-13.359884766
STU,2.82603675825,-21.0578288945
JPT,4.75973152112,-21.7846248072
LWK,-12.8312441673,-23.232038014
MSL,-18.7026776837,-20.8194095211
LWK,3.73289264161,-19.7379920079
CEU,1.0392937809,-18.6500406505
GWD,1.90880471661,-29.8980385809
PEL,0.0603230323113,-27.4267928661
CEU,0.674010001225,-5.73630207063
FIN,5.08488858347,-22.2710174004
JPT,6.44035446091,-22.0738796948
LWK,-9.96336149537,-19.9196180233
PUR,3.15892898037,-20.7398750472
STU,-1.07491225011,-27.9500761589
CEU,4.01315689761,-28.5546108867
CDX,6.93490754568,-28.2691633269
JPT,1.40375542031,-17.6181335721
ITU,2.31863388892,-14.4480780971
CEU,-1.68432154945,-6.69954700915
PEL,-1.63959713135,-23.0242360295
ACB,1.96282597899,-9.3796414724
ACB,3.52051989335,-17.2922914599
GWD,2.301290335,-21.5872629613
PUR,-3.29389214534,-20.1141523547
GWD,-11.2828800811,-16.3470979469
YRI,-8.43397837166,-19.1227893718
FIN,3.85730647206,-9.42821411739
PUR,1.4941498839,-12.9333646549
GWD,3.48069217523,-12.162409313
CHS,3.92061796557,-23.4001682576
PJL,5.57245722909,-28.7341304489
GIH,-19.8148365184,-16.9371126756
ESN,6.34194261378,-18.2249593827
ACB,7.44852348886,-19.8490626629
ITU,-10.6047104295,-18.3915759187
TSI,-12.0946375952,-17.5202113611
PEL,9.15530869832,-27.5923233928
PEL,0.782923393306,-3.40496461015
FIN,-7.25879237871,-21.6669874236
PUR,-19.9410286748,-24.91984477
KHV,1.39815687138,-16.4365528467
CLM,-2.42709493915,-26.6755699379
CEU,-4.86720817575,-9.18069617324
GIH,0.574030261747,-17.6964721976
PUR,1.73225293723,-22.1779841219
ASW,4.05960739611,-25.5353350918
ITU,-4.89620083926,-14.3616025273
KHV,4.41467719049,-15.5300157287
GBR,5.5523984452,-21.776952325
CEU,-8.97463759299,-19.58329793
STU,4.76731950993,-21.7468134913
ITU,-3.11238494326,-16.2252136048
CDX,5.28085044583,-14.1745832915
ACB,-0.206663209781,-22.6318455195
ESN,1.77122919683,-23.9718868476
BEB,-18.4302381774,-21.5751892026
GWD,-16.6990529355,-21.1356735463
FIN,3.80371200779,-21.429216311
ITU,-1.0210966023,-16.4847784801
ESN,-0.78399024238,-12.9462038103
GWD,8.79595761737,-28.8485216973
IBS,-5.0347226693,-5.97949380074
CHS,-0.712125075971,-14.2444268457
MSL,-23.1640952652,-20.3319281203
CHS,-0.292204218297,-2.47408672609
ACB,2.24352747163,-14.579938686
ITU,-5.40294649602,-6.10072900302
ESN,-7.53161689771,-16.932569444
GWD,1.4144446671,-15.4901399243
CHB,-0.102578801818,-10.0239599429
ITU,-9.74157942163,-21.5415850739
ACB,-4.62118238228,-18.0585461256
PEL,0.95218877913,-8.68692260056
GIH,1.66916005696,-16.1575333834
GBR,3.50328223663,-22.4456485047
TSI,-5.1440552425,-19.7785183276
GIH,-2.69828393324,-26.3509680126
CEU,1.24460111435,-17.9058586176
ITU,-2.37944689008,-26.3133227582
TSI,-10.855558496,-22.5565715393
KHV,8.65315262787,-26.316122291
ITU,-3.29927226188,-26.0326284931
ACB,1.24509883592,-16.849544954
GIH,-0.250486343799,-23.6765897695
PEL,0.0482258609842,-11.5828554833
CDX,-3.68162807114,-30.8094772794
CLM,8.60610457662,-20.8270714907
CHB,2.94409403504,-15.637766207
KHV,1.01217460841,-22.3365696301
ITU,-8.98294314824,-24.0547251977
STU,2.51565956391,-20.8080775832
JPT,-5.34746646755,-8.01049657632
CHB,-2.72012389383,-20.2184746581
PUR,3.59031605243,-21.4591061793
ITU,2.19910964216,-24.2393577191
GWD,1.73392339106,-17.9698032534
MXL,-10.0714684735,-10.126528431
CLM,2.02241565438,-22.6638863213
JPT,-3.14686344019,-23.4884641713
GBR,3.24871281297,-28.4632724355
CLM,1.37775933855,-23.2973554799
MSL,3.09126744871,-10.6329535981
CDX,3.42464101598,-13.3977769557
ESN,-1.78938455789,-17.2425888571
CLM,0.993586176277,-17.0321934844
PJL,-1.98112285585,-18.4112035594
FIN,4.67063948554,-18.0614018476
ITU,-0.31837107137,-19.592193456
KHV,-17.087051901,-24.2268261873
GIH,-14.7283365057,-21.285432682
PEL,-5.78308102578,-25.9628795201
YRI,-9.09881313169,-11.580629837
PEL,7.80761886828,-19.6715728082
TSI,-16.4870747615,-20.3628265242
GIH,0.819985129232,-17.9032590364
GBR,1.89351055554,-23.7722372369
GIH,8.74291678389,-27.0761042883
STU,-12.1278618323,-28.6200294729
ITU,2.64128002509,-29.1742252282
BEB,8.18626711675,-23.4951689879
CLM,-2.46251593689,-31.2650533067
PEL,7.03308922861,-24.6646410166
MSL,-12.5419454844,-24.0228340716
CDX,-15.9579642389,-23.6325107231
IBS,-2.3612967409,-22.093399145
CDX,-16.0561911953,-18.0566628508
CEU,-3.81835860109,-24.0396187914
STU,3.37551500164,-27.7840612758
TSI,1.1312869266,-14.4326130423
CLM,-3.03356697362,-19.997450651
MXL,-13.5585065097,-19.0855103686
MXL,5.09710837253,-13.4827476983
ITU,2.14789306431,-29.4486440344
PEL,-11.5808516413,-16.5796577644
CDX,-7.92278088218,-21.3028775606
CDX,7.73793484558,-26.2981102659
MSL,1.10164605613,-17.344744216
STU,2.55267688738,-13.2139227951
IBS,-19.1240804867,-22.5994200669
ESN,8.09422448682,-27.5427428952
LWK,-4.88924549112,-17.776955474
BEB,-6.53635725444,-13.048350523
YRI,2.29770741816,-10.0816233204
GBR,-7.09418966288,-10.1072224134
ASW,7.67970701557,-20.5070917571
ESN,3.83373706764,-10.1145405215
IBS,-12.6447435877,-27.5066563334
GIH,-10.8032845819,-17.2636737172
PUR,-12.4653344601,-16.8675818515
ASW,5.70314666643,-21.0639369379
KHV,-0.661435807818,-17.328751783
YRI,1.29881524672,-17.166274637
KHV,-13.6274100724,-21.7658191941
KHV,-3.38502349058,-18.6344035484
ITU,-2.42374842795,-18.4971184607
CHB,-19.1086855736,-18.4666805507
JPT,-5.84148919866,-19.6440750428
PJL,5.36803813265,-19.1658855193
TSI,3.25449925754,-21.7685532791
PUR,-7.33809900052,-19.8474056297
FIN,3.63642327152,-20.7557165992
IBS,3.61034700048,-16.9135886899
PJL,-3.61878397381,-11.2258522145
TSI,7.2760791416,-19.2867491703
CDX,-8.70912811172,-18.8468458694
PUR,-1.41505731517,-15.9759708109
CLM,-1.9534345907,-17.9235554157
IBS,9.1837604241,-26.9562990953
GWD,-2.96555120628,-7.60052651785
CLM,4.04841396736,-23.5732438477
GWD,-7.14694976955,-6.21199163932
PUR,-10.8820810065,-15.9556450823
JPT,-1.84369739546,-24.3872076775
ACB,-4.6354788311,-21.8940171129
MSL,-13.3691614716,-14.164145173
GBR,3.74822958369,-23.913533106
PJL,-19.5290088254,-16.5597243104
CHB,-20.3590130121,-22.7719025542
PJL,-13.6877687928,-25.5015534934
ASW,-1.39746178769,-12.39891815
ACB,-4.46697656362,-21.6805053756
GWD,-14.7479243096,-17.5704393019
TSI,2.71474876426,-14.6124756787
ITU,-9.33074810895,-18.75297085
CHS,3.53415274564,-22.760183278
CHB,-5.33441746495,-19.1730674726
TSI,1.43365478255,-19.3568581457
BEB,-0.828407914722,-22.9910746551
CEU,1.94808961904,-16.688648692
CEU,3.78783888749,-18.1114705772
YRI,3.12681904913,-18.015259717
CHB,-2.4805959052,-25.6103680226
LWK,-2.12210144697,-19.7830694136
PUR,-13.4579798755,-20.2410110026
ITU,-10.4858477318,-26.8834191384
TSI,5.18715084325,-16.8589936946
GIH,-5.79624522366,-15.4773416874
CEU,-13.6116400578,-23.1790817531
CHB,-3.12464725597,-37.1886520926
ITU,0.554004598212,-1.9167993769
ASW,-4.49905312836,-21.6692463558
CHS,2.81618999283,-28.7755184268
TSI,-4.467573101,-14.2853142268
LWK,3.46944056095,-14.8912494382
STU,7.95049392999,-27.4380808586
GBR,2.92728415672,-22.8757178335
PJL,1.7940338537,-17.1088561409
IBS,-6.51657187934,-2.66130206923
PJL,-0.441098767057,-24.9477126139
ITU,0.904621090933,-14.5784511506
ESN,1.47336635558,-17.0487229275
PEL,-20.4596464671,-20.5315940093
STU,-8.0787395059,-30.3513576589
MSL,-0.162293358195,-20.4275286183
STU,6.20076775797,-19.8083491891
LWK,0.2886217424,-30.0619261245
JPT,3.09139453864,-9.39505843794
CLM,3.7314851672,-31.7772956196
ESN,6.2958686914,-13.8680242301
IBS,-5.50783703881,-21.2006811353
BEB,-0.140463403818,-13.865953442
PUR,-18.3614384819,-19.3104380441
PJL,1.17828961155,-25.7919510724
CDX,-3.87994595717,-7.31677339514
GWD,0.27214227102,-14.8249858269
BEB,-7.65957287579,-7.75164271635
GBR,-20.7376393222,-18.2659701723
IBS,-0.519729855014,-32.4815170799
LWK,3.28493212903,-19.4458788513
KHV,-11.957166604,-21.8632844406
PUR,-2.18940700343,-17.1004370009
JPT,7.39070632247,-20.8909986947
PJL,-0.477329096259,-17.386162313
CHS,-11.3939645161,-15.7652333616
CDX,-17.7840646228,-24.8737965877
IBS,0.743931079516,-18.496135363
PUR,-13.0112444259,-22.9358304688
ASW,-17.9102566077,-18.1285077516
STU,-9.23337442669,-18.8598003111
CHS,0.564738966367,-16.8804684896
FIN,-3.01905431719,-19.2354335118
BEB,1.44107517143,-20.221590457
PUR,-8.18849718497,-17.5751119385
ESN,-2.67609956972,-14.2154004793
CHB,3.53703930052,-22.7353390289
MXL,-18.7671494092,-24.8230675511
CDX,-1.73006907199,-19.7491948029
ITU,4.7164824471,-17.5065472007
GIH,-5.46788860503,-9.95584153947
PEL,-0.976352914761,-15.7993588277
GIH,1.91780097363,-16.3962232176
FIN,-10.4687425396,-25.8102309265
PJL,-0.0720960472602,-8.46407731302
FIN,-13.339441955,-20.1760985468
PUR,5.26848913201,-31.1748428146
CDX,-3.24884876185,-17.4309216711
ITU,-18.5616125281,-16.5293122205
TSI,-1.24458934947,-14.713652644
CEU,0.807885978228,-6.55430539317
